snapshot_time,type,asset,kalshi_ticker,poly_slug,direction,combined_cost,profit,payout,kalshi_outcome,polymarket_outcome,poly_up_best_ask,poly_up_size_055,poly_up_slip_1000,poly_up_slip_3000,poly_down_best_ask,poly_down_size_055,poly_down_slip_1000,poly_down_slip_3000,kalshi_yes_levels,kalshi_no_levels,poly_up_vwap,poly_up_unfilled,poly_down_vwap,poly_down_unfilled,kalshi_yes_vwap,kalshi_yes_unfilled,kalshi_no_vwap,kalshi_no_unfilled,execution_status,combined_vwap,logged_at
2026-09-20T12:48:15.967400+00:00,CLOSED,XRP,KXXRP15M-26SEP191545-45,xrp-updown-15m-1789846200,A,0.69,0.31,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:16.061131+00:00,CLOSED,BTC,KXBTC15M-26SEP191600-00,btc-updown-15m-1789847100,B,0.76,0.24,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:16.267791+00:00,CLOSED,BNB,KXBNB15M-26SEP191600-00,bnb-updown-15m-1789847100,B,0.49,0.51,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:16.463656+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191600-00,hype-updown-15m-1789847100,A,0.54,0.46,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:16.671868+00:00,CLOSED,ZEC,KXZEC15M-26SEP191600-00,zec-updown-15m-1789847100,A,0.39,0.61,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:16.768972+00:00,CLOSED,ETH,KXETH15M-26SEP191600-00,eth-updown-15m-1789847100,A,0.54,0.46,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:16.943070+00:00,CLOSED,SOL,KXSOL15M-26SEP191600-00,sol-updown-15m-1789847100,B,0.59,0.41,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:17.123578+00:00,CLOSED,XRP,KXXRP15M-26SEP191600-00,xrp-updown-15m-1789847100,B,0.55,0.45,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:17.314646+00:00,CLOSED,DOGE,KXDOGE15M-26SEP191600-00,doge-updown-15m-1789847100,A,0.41,0.59,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:17.494230+00:00,CLOSED,SOL,KXSOL15M-26SEP191615-15,sol-updown-15m-1789848000,B,0.58,0.42,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:17.833688+00:00,CLOSED,XRP,KXXRP15M-26SEP191615-15,xrp-updown-15m-1789848000,B,0.59,0.41,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:18.021116+00:00,CLOSED,DOGE,KXDOGE15M-26SEP191615-15,doge-updown-15m-1789848000,A,0.57,0.43,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:18.210153+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191615-15,hype-updown-15m-1789848000,A,0.51,0.49,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:18.396318+00:00,CLOSED,ZEC,KXZEC15M-26SEP191615-15,zec-updown-15m-1789848000,B,0.43,0.57,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:18.466579+00:00,CLOSED,BTC,KXBTC15M-26SEP191615-15,btc-updown-15m-1789848000,A,0.6,0.4,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:18.672422+00:00,CLOSED,ETH,KXETH15M-26SEP191615-15,eth-updown-15m-1789848000,A,0.57,0.43,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:18.862837+00:00,CLOSED,BNB,KXBNB15M-26SEP191615-15,bnb-updown-15m-1789848000,B,0.47,0.53,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:19.083441+00:00,CLOSED,DOGE,KXDOGE15M-26SEP191630-30,doge-updown-15m-1789848900,A,0.59,0.41,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:19.277326+00:00,CLOSED,ZEC,KXZEC15M-26SEP191630-30,zec-updown-15m-1789848900,A,0.77,0.23,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:19.463696+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191630-30,hype-updown-15m-1789848900,A,0.76,0.24,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:19.642810+00:00,CLOSED,SOL,KXSOL15M-26SEP191630-30,sol-updown-15m-1789848900,A,0.64,0.36,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:19.737930+00:00,CLOSED,ETH,KXETH15M-26SEP191630-30,eth-updown-15m-1789849800,A,0.472,0.528,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:19.915484+00:00,CLOSED,XRP,KXXRP15M-26SEP191630-30,xrp-updown-15m-1789849800,B,0.401,-0.401,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:20.101435+00:00,CLOSED,ZEC,KXZEC15M-26SEP191645-45,zec-updown-15m-1789849800,A,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:20.305016+00:00,CLOSED,BTC,KXBTC15M-26SEP191645-45,btc-updown-15m-1789849800,A,0.62,0.38,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:20.403610+00:00,CLOSED,ETH,KXETH15M-26SEP191700-00,eth-updown-15m-1789850700,A,0.75,0.25,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:20.601260+00:00,CLOSED,ZEC,KXZEC15M-26SEP191700-00,zec-updown-15m-1789850700,B,0.53,0.47,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:20.777859+00:00,CLOSED,XRP,KXXRP15M-26SEP191700-00,xrp-updown-15m-1789850700,A,0.74,0.26,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:20.960742+00:00,CLOSED,SOL,KXSOL15M-26SEP191700-00,sol-updown-15m-1789851600,B,0.381,0.619,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:21.144018+00:00,CLOSED,DOGE,KXDOGE15M-26SEP191700-00,doge-updown-15m-1789851600,B,0.391,0.609,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:21.329884+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191715-15,hype-updown-15m-1789851600,B,0.66,0.34,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:21.514990+00:00,CLOSED,ZEC,KXZEC15M-26SEP191715-15,zec-updown-15m-1789851600,A,0.59,0.41,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:21.699386+00:00,CLOSED,BNB,KXBNB15M-26SEP191730-30,bnb-updown-15m-1789853400,B,0.471,0.529,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:21.894526+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191730-30,hype-updown-15m-1789853400,A,0.461,-0.461,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:22.084724+00:00,CLOSED,ZEC,KXZEC15M-26SEP191745-45,zec-updown-15m-1789853400,B,0.75,0.25,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:22.285257+00:00,CLOSED,ZEC,KXZEC15M-26SEP191800-00,zec-updown-15m-1789854300,B,0.795,0.205,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:22.475539+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191815-15,hype-updown-15m-1789855200,B,0.77,0.23,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:22.666169+00:00,CLOSED,ZEC,KXZEC15M-26SEP191815-15,zec-updown-15m-1789855200,A,0.25,0.75,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:22.851473+00:00,CLOSED,ZEC,KXZEC15M-26SEP191830-30,zec-updown-15m-1789856100,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:23.032552+00:00,CLOSED,DOGE,KXDOGE15M-26SEP191830-30,doge-updown-15m-1789857000,A,0.503,0.497,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:23.225372+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191830-30,hype-updown-15m-1789857000,A,0.451,0.549,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:23.413298+00:00,CLOSED,ZEC,KXZEC15M-26SEP191845-45,zec-updown-15m-1789857000,B,0.7,0.3,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:23.610247+00:00,CLOSED,ZEC,KXZEC15M-26SEP191900-00,zec-updown-15m-1789857900,B,0.71,0.29,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:23.709637+00:00,CLOSED,BTC,KXBTC15M-26SEP191900-00,btc-updown-15m-1789858800,A,0.481,0.519,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:23.893511+00:00,CLOSED,XRP,KXXRP15M-26SEP191900-00,xrp-updown-15m-1789858800,A,0.371,-0.371,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:24.086579+00:00,CLOSED,ZEC,KXZEC15M-26SEP191915-15,zec-updown-15m-1789858800,A,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:24.185109+00:00,CLOSED,BTC,KXBTC15M-26SEP191930-30,btc-updown-15m-1789859700,A,0.76,0.24,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:24.284673+00:00,CLOSED,ETH,KXETH15M-26SEP191930-30,eth-updown-15m-1789859700,A,0.58,0.42,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:24.481322+00:00,CLOSED,DOGE,KXDOGE15M-26SEP191930-30,doge-updown-15m-1789859700,A,0.64,0.36,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:24.671900+00:00,CLOSED,BNB,KXBNB15M-26SEP191930-30,bnb-updown-15m-1789859700,B,0.64,0.36,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:24.852254+00:00,CLOSED,SOL,KXSOL15M-26SEP191930-30,sol-updown-15m-1789859700,B,0.59,0.41,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:25.022097+00:00,CLOSED,XRP,KXXRP15M-26SEP191930-30,xrp-updown-15m-1789859700,A,0.69,0.31,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:25.209179+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191930-30,hype-updown-15m-1789859700,A,0.76,0.24,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:25.391641+00:00,CLOSED,DOGE,KXDOGE15M-26SEP191945-45,doge-updown-15m-1789860600,B,0.56,0.44,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:25.598866+00:00,CLOSED,HYPE,KXHYPE15M-26SEP191945-45,hype-updown-15m-1789860600,B,0.59,0.41,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:25.795773+00:00,CLOSED,ZEC,KXZEC15M-26SEP191945-45,zec-updown-15m-1789860600,B,0.68,0.32,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:25.993684+00:00,CLOSED,BNB,KXBNB15M-26SEP191945-45,bnb-updown-15m-1789860600,A,0.7,0.3,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:26.181747+00:00,CLOSED,SOL,KXSOL15M-26SEP192000-00,sol-updown-15m-1789861500,A,0.68,0.32,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:26.376327+00:00,CLOSED,ZEC,KXZEC15M-26SEP192000-00,zec-updown-15m-1789861500,A,0.74,0.26,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:26.454317+00:00,CLOSED,BTC,KXBTC15M-26SEP192015-15,btc-updown-15m-1789862400,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:26.662982+00:00,CLOSED,ZEC,KXZEC15M-26SEP192015-15,zec-updown-15m-1789862400,A,0.58,0.42,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:26.841748+00:00,CLOSED,XRP,KXXRP15M-26SEP192000-00,xrp-updown-15m-1789862400,B,0.551,0.449,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:27.034801+00:00,CLOSED,ZEC,KXZEC15M-26SEP192030-30,zec-updown-15m-1789863300,A,0.63,0.37,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:27.224037+00:00,CLOSED,SOL,KXSOL15M-26SEP192030-30,sol-updown-15m-1789864200,B,0.301,-0.301,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:27.421476+00:00,CLOSED,ZEC,KXZEC15M-26SEP192045-45,zec-updown-15m-1789864200,A,0.73,0.27,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:27.506181+00:00,CLOSED,ETH,KXETH15M-26SEP192030-30,eth-updown-15m-1789864200,A,0.68,1.32,2.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:27.678352+00:00,CLOSED,XRP,KXXRP15M-26SEP192030-30,xrp-updown-15m-1789864200,B,0.421,-0.421,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:27.858371+00:00,CLOSED,DOGE,KXDOGE15M-26SEP192045-45,doge-updown-15m-1789864200,A,0.78,0.22,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:28.062712+00:00,CLOSED,ZEC,KXZEC15M-26SEP192100-00,zec-updown-15m-1789865100,A,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:28.233376+00:00,CLOSED,SOL,KXSOL15M-26SEP192100-00,sol-updown-15m-1789866000,B,0.541,0.459,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:28.421776+00:00,CLOSED,ZEC,KXZEC15M-26SEP192115-15,zec-updown-15m-1789866000,B,0.78,0.22,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:28.621553+00:00,CLOSED,DOGE,KXDOGE15M-26SEP192100-00,doge-updown-15m-1789866000,B,0.551,0.449,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:28.792591+00:00,CLOSED,BNB,KXBNB15M-26SEP192115-15,bnb-updown-15m-1789866000,A,0.78,0.22,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:28.964875+00:00,CLOSED,HYPE,KXHYPE15M-26SEP192130-30,hype-updown-15m-1789866900,A,0.78,0.22,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:29.156063+00:00,CLOSED,ZEC,KXZEC15M-26SEP192130-30,zec-updown-15m-1789866900,A,0.58,0.42,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:29.263004+00:00,CLOSED,SOL,KXSOL15M-26SEP192130-30,sol-updown-15m-1789866900,A,0.48,0.52,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:29.356857+00:00,CLOSED,BTC,KXBTC15M-26SEP192130-30,btc-updown-15m-1789866900,A,0.38,0.62,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:29.535260+00:00,CLOSED,BNB,KXBNB15M-26SEP192130-30,bnb-updown-15m-1789866900,A,0.49,-0.49,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:29.634706+00:00,CLOSED,ETH,KXETH15M-26SEP192130-30,eth-updown-15m-1789867800,B,0.451,0.549,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:29.824522+00:00,CLOSED,ZEC,KXZEC15M-26SEP192200-00,zec-updown-15m-1789868700,B,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:30.024267+00:00,CLOSED,HYPE,KXHYPE15M-26SEP192200-00,hype-updown-15m-1789868700,B,0.69,0.31,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:30.109109+00:00,CLOSED,BTC,KXBTC15M-26SEP192200-00,btc-updown-15m-1789868700,B,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:30.211590+00:00,CLOSED,ETH,KXETH15M-26SEP192200-00,eth-updown-15m-1789868700,A,0.76,0.24,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:30.396508+00:00,CLOSED,HYPE,KXHYPE15M-26SEP192215-15,hype-updown-15m-1789869600,A,0.06,-0.06,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:30.572689+00:00,CLOSED,XRP,KXXRP15M-26SEP192200-00,xrp-updown-15m-1789869600,A,0.491,0.509,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:30.767746+00:00,CLOSED,SOL,KXSOL15M-26SEP192200-00,sol-updown-15m-1789869600,B,0.542,-0.542,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:30.973994+00:00,CLOSED,ZEC,KXZEC15M-26SEP192230-30,zec-updown-15m-1789870500,B,0.77,0.23,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:31.157558+00:00,CLOSED,BNB,KXBNB15M-26SEP192230-30,bnb-updown-15m-1789870500,A,0.77,0.23,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:31.247275+00:00,CLOSED,ETH,KXETH15M-26SEP192230-30,eth-updown-15m-1789871400,B,0.381,0.619,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:31.433119+00:00,CLOSED,ZEC,KXZEC15M-26SEP192245-45,zec-updown-15m-1789871400,B,0.68,0.32,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:31.602837+00:00,CLOSED,HYPE,KXHYPE15M-26SEP192230-30,hype-updown-15m-1789871400,B,0.311,0.689,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:31.808743+00:00,CLOSED,DOGE,KXDOGE15M-26SEP192300-00,doge-updown-15m-1789872300,A,0.76,0.24,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:31.979618+00:00,CLOSED,BNB,KXBNB15M-26SEP192300-00,bnb-updown-15m-1789872300,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:32.145588+00:00,CLOSED,XRP,KXXRP15M-26SEP192300-00,xrp-updown-15m-1789872300,B,0.69,0.31,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:32.340574+00:00,CLOSED,ZEC,KXZEC15M-26SEP192300-00,zec-updown-15m-1789872300,B,0.5,0.5,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:32.531417+00:00,CLOSED,ZEC,KXZEC15M-26SEP192315-15,zec-updown-15m-1789873200,B,0.78,0.22,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:32.719139+00:00,CLOSED,HYPE,KXHYPE15M-26SEP192315-15,hype-updown-15m-1789873200,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:32.904032+00:00,CLOSED,ETH,KXETH15M-26SEP192300-00,eth-updown-15m-1789873200,B,0.351,-0.351,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:33.110173+00:00,CLOSED,ZEC,KXZEC15M-26SEP192330-30,zec-updown-15m-1789874100,B,0.78,0.22,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:33.280278+00:00,CLOSED,SOL,KXSOL15M-26SEP192330-30,sol-updown-15m-1789875000,A,0.411,-0.411,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:33.450752+00:00,CLOSED,DOGE,KXDOGE15M-26SEP192330-30,doge-updown-15m-1789875000,A,0.421,-0.421,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:33.622346+00:00,CLOSED,BNB,KXBNB15M-26SEP192330-30,bnb-updown-15m-1789875000,A,0.431,-0.431,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:33.799847+00:00,CLOSED,HYPE,KXHYPE15M-26SEP192330-30,hype-updown-15m-1789875000,A,0.441,-0.441,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:34.004567+00:00,CLOSED,ZEC,KXZEC15M-26SEP192345-45,zec-updown-15m-1789875000,B,0.69,0.31,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:34.203777+00:00,CLOSED,ZEC,KXZEC15M-26SEP200000-00,zec-updown-15m-1789875900,A,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:34.393565+00:00,CLOSED,ZEC,KXZEC15M-26SEP200015-15,zec-updown-15m-1789876800,A,0.78,0.22,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:34.573880+00:00,CLOSED,BNB,KXBNB15M-26SEP200030-30,bnb-updown-15m-1789877700,A,0.42,-0.42,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:34.856684+00:00,CLOSED,ZEC,KXZEC15M-26SEP200030-30,zec-updown-15m-1789877700,A,0.75,0.25,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:35.047919+00:00,CLOSED,XRP,KXXRP15M-26SEP200030-30,xrp-updown-15m-1789878600,B,0.502,0.498,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:35.238527+00:00,CLOSED,ZEC,KXZEC15M-26SEP200045-45,zec-updown-15m-1789878600,B,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:35.347497+00:00,CLOSED,ETH,KXETH15M-26SEP200030-30,eth-updown-15m-1789878600,B,0.493,0.507,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:35.523902+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200030-30,doge-updown-15m-1789878600,A,0.391,0.609,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:35.700685+00:00,CLOSED,SOL,KXSOL15M-26SEP200045-45,sol-updown-15m-1789878600,B,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:35.892633+00:00,CLOSED,BNB,KXBNB15M-26SEP200045-45,bnb-updown-15m-1789878600,B,0.7,0.3,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:36.104338+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200100-00,doge-updown-15m-1789879500,B,0.76,0.24,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:36.324535+00:00,CLOSED,ZEC,KXZEC15M-26SEP200100-00,zec-updown-15m-1789879500,B,0.54,0.46,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:36.450333+00:00,CLOSED,ETH,KXETH15M-26SEP200100-00,eth-updown-15m-1789880400,B,0.481,-0.481,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:36.646308+00:00,CLOSED,XRP,KXXRP15M-26SEP200100-00,xrp-updown-15m-1789880400,B,0.513,-0.513,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:36.946078+00:00,CLOSED,ZEC,KXZEC15M-26SEP200115-15,zec-updown-15m-1789880400,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:37.051392+00:00,CLOSED,BTC,KXBTC15M-26SEP200130-30,btc-updown-15m-1789881300,A,0.77,0.23,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:37.247399+00:00,CLOSED,ZEC,KXZEC15M-26SEP200145-45,zec-updown-15m-1789882200,A,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:37.427808+00:00,CLOSED,ZEC,KXZEC15M-26SEP200200-00,zec-updown-15m-1789883100,A,0.059,0.941,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:37.607890+00:00,CLOSED,SOL,KXSOL15M-26SEP200200-00,sol-updown-15m-1789884000,A,0.461,-0.461,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:37.785467+00:00,CLOSED,BNB,KXBNB15M-26SEP200200-00,bnb-updown-15m-1789884000,A,0.501,-0.501,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:37.861424+00:00,CLOSED,BNB,KXBNB15M-26SEP200215-15,bnb-updown-15m-1789884000,B,0.67,1.33,2.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:38.050097+00:00,CLOSED,ZEC,KXZEC15M-26SEP200215-15,zec-updown-15m-1789884000,A,0.77,0.23,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:38.240913+00:00,CLOSED,XRP,KXXRP15M-26SEP200215-15,xrp-updown-15m-1789884000,B,0.79,1.21,2.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:38.421738+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200215-15,doge-updown-15m-1789884000,A,0.62,0.38,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
