snapshot_time,type,asset,kalshi_ticker,poly_slug,direction,combined_cost,profit,payout,kalshi_outcome,polymarket_outcome,poly_up_best_ask,poly_up_size_055,poly_up_slip_1000,poly_up_slip_3000,poly_down_best_ask,poly_down_size_055,poly_down_slip_1000,poly_down_slip_3000,kalshi_yes_levels,kalshi_no_levels,poly_up_vwap,poly_up_unfilled,poly_down_vwap,poly_down_unfilled,kalshi_yes_vwap,kalshi_yes_unfilled,kalshi_no_vwap,kalshi_no_unfilled,execution_status,combined_vwap,logged_at
2026-09-20T12:48:38.637348+00:00,CLOSED,ZEC,KXZEC15M-26SEP200230-30,zec-updown-15m-1789884900,B,0.768,0.232,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:38.742443+00:00,CLOSED,ETH,KXETH15M-26SEP200230-30,eth-updown-15m-1789885800,A,0.391,-0.391,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:38.838066+00:00,CLOSED,SOL,KXSOL15M-26SEP200230-30,sol-updown-15m-1789885800,B,0.631,0.369,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:39.015127+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200230-30,doge-updown-15m-1789885800,A,0.4,-0.4,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:39.196958+00:00,CLOSED,BNB,KXBNB15M-26SEP200230-30,bnb-updown-15m-1789885800,A,0.391,-0.391,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:39.417775+00:00,CLOSED,ZEC,KXZEC15M-26SEP200245-45,zec-updown-15m-1789885800,A,0.72,0.28,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:39.611077+00:00,CLOSED,ZEC,KXZEC15M-26SEP200300-00,zec-updown-15m-1789886700,A,0.7,0.3,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:39.812381+00:00,CLOSED,ZEC,KXZEC15M-26SEP200315-15,zec-updown-15m-1789887600,B,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:39.988192+00:00,CLOSED,XRP,KXXRP15M-26SEP200300-00,xrp-updown-15m-1789887600,A,0.421,0.579,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:40.167322+00:00,CLOSED,BTC,KXBTC15M-26SEP200330-30,btc-updown-15m-1789888500,B,0.69,0.31,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:40.374241+00:00,CLOSED,ZEC,KXZEC15M-26SEP200330-30,zec-updown-15m-1789888500,B,0.45,0.55,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:40.449822+00:00,CLOSED,XRP,KXXRP15M-26SEP200330-30,xrp-updown-15m-1789888500,A,0.67,-0.67,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:40.631881+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200330-30,doge-updown-15m-1789889400,B,0.491,0.509,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:40.806704+00:00,CLOSED,HYPE,KXHYPE15M-26SEP200345-45,hype-updown-15m-1789889400,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:40.901550+00:00,CLOSED,ETH,KXETH15M-26SEP200330-30,eth-updown-15m-1789889400,A,0.491,-0.491,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:41.100117+00:00,CLOSED,ZEC,KXZEC15M-26SEP200345-45,zec-updown-15m-1789889400,A,0.59,0.41,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:41.316531+00:00,CLOSED,ZEC,KXZEC15M-26SEP200400-00,zec-updown-15m-1789890300,B,0.798,0.202,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:41.514126+00:00,CLOSED,SOL,KXSOL15M-26SEP200400-00,sol-updown-15m-1789891200,B,0.631,-0.631,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:41.687771+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200400-00,doge-updown-15m-1789891200,B,0.551,-0.551,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:41.872737+00:00,CLOSED,ZEC,KXZEC15M-26SEP200415-15,zec-updown-15m-1789891200,A,0.73,-0.73,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:42.070018+00:00,CLOSED,HYPE,KXHYPE15M-26SEP200415-15,hype-updown-15m-1789891200,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:42.257117+00:00,CLOSED,BNB,KXBNB15M-26SEP200430-30,bnb-updown-15m-1789892100,B,0.309,0.691,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:42.442744+00:00,CLOSED,ZEC,KXZEC15M-26SEP200445-45,zec-updown-15m-1789893000,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:42.645546+00:00,CLOSED,ZEC,KXZEC15M-26SEP200500-00,zec-updown-15m-1789893900,B,0.71,0.29,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:42.854601+00:00,CLOSED,ZEC,KXZEC15M-26SEP200515-15,zec-updown-15m-1789894800,B,0.76,0.24,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:42.962003+00:00,CLOSED,BTC,KXBTC15M-26SEP200500-00,btc-updown-15m-1789894800,A,0.476,0.524,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:43.144113+00:00,CLOSED,ZEC,KXZEC15M-26SEP200530-30,zec-updown-15m-1789895700,A,0.575,0.425,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:43.340614+00:00,CLOSED,BNB,KXBNB15M-26SEP200530-30,bnb-updown-15m-1789896600,A,0.601,0.399,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:43.527639+00:00,CLOSED,HYPE,KXHYPE15M-26SEP200530-30,hype-updown-15m-1789896600,A,0.491,0.509,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:43.717647+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200530-30,doge-updown-15m-1789896600,A,0.471,0.529,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:43.919419+00:00,CLOSED,ZEC,KXZEC15M-26SEP200545-45,zec-updown-15m-1789896600,B,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:44.124598+00:00,CLOSED,ZEC,KXZEC15M-26SEP200600-00,zec-updown-15m-1789897500,B,0.795,0.205,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:44.303890+00:00,CLOSED,SOL,KXSOL15M-26SEP200600-00,sol-updown-15m-1789898400,B,0.401,0.599,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:44.486956+00:00,CLOSED,HYPE,KXHYPE15M-26SEP200600-00,hype-updown-15m-1789898400,B,0.371,0.629,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:44.681499+00:00,CLOSED,ZEC,KXZEC15M-26SEP200615-15,zec-updown-15m-1789898400,A,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:44.882628+00:00,CLOSED,BNB,KXBNB15M-26SEP200615-15,bnb-updown-15m-1789898400,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:44.982318+00:00,CLOSED,SOL,KXSOL15M-26SEP200630-30,sol-updown-15m-1789899300,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:45.176663+00:00,CLOSED,ZEC,KXZEC15M-26SEP200630-30,zec-updown-15m-1789899300,A,0.72,0.28,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:45.387390+00:00,CLOSED,HYPE,KXHYPE15M-26SEP200630-30,hype-updown-15m-1789899300,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:45.572858+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200645-45,doge-updown-15m-1789900200,A,0.78,0.22,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:45.775420+00:00,CLOSED,ZEC,KXZEC15M-26SEP200645-45,zec-updown-15m-1789900200,A,0.47,0.53,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:45.971618+00:00,CLOSED,ZEC,KXZEC15M-26SEP200700-00,zec-updown-15m-1789901100,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:46.151159+00:00,CLOSED,SOL,KXSOL15M-26SEP200700-00,sol-updown-15m-1789901100,A,0.78,0.22,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:46.332306+00:00,CLOSED,BNB,KXBNB15M-26SEP200700-00,bnb-updown-15m-1789901100,A,0.48,0.52,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:46.428266+00:00,CLOSED,ETH,KXETH15M-26SEP200700-00,eth-updown-15m-1789902000,B,0.511,0.489,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:46.614039+00:00,CLOSED,XRP,KXXRP15M-26SEP200700-00,xrp-updown-15m-1789902000,B,0.521,0.479,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:46.688889+00:00,CLOSED,BTC,KXBTC15M-26SEP200715-15,btc-updown-15m-1789902000,B,0.76,0.24,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:46.867614+00:00,CLOSED,BNB,KXBNB15M-26SEP200715-15,bnb-updown-15m-1789902000,B,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:47.200338+00:00,CLOSED,HYPE,KXHYPE15M-26SEP200715-15,hype-updown-15m-1789902000,B,0.78,0.22,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:47.267196+00:00,CLOSED,ETH,KXETH15M-26SEP200715-15,eth-updown-15m-1789902000,B,0.64,0.36,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:47.444019+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200715-15,doge-updown-15m-1789902000,B,0.75,0.25,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:47.634578+00:00,CLOSED,ZEC,KXZEC15M-26SEP200715-15,zec-updown-15m-1789902000,A,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:47.830113+00:00,CLOSED,ZEC,KXZEC15M-26SEP200730-30,zec-updown-15m-1789902900,B,0.11,0.89,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:48.002248+00:00,CLOSED,SOL,KXSOL15M-26SEP200730-30,sol-updown-15m-1789903800,A,0.531,0.469,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:48.174540+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200745-45,doge-updown-15m-1789903800,B,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:48.348066+00:00,CLOSED,ZEC,KXZEC15M-26SEP200745-45,zec-updown-15m-1789903800,A,0.793,0.207,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:48.535760+00:00,CLOSED,BNB,KXBNB15M-26SEP200745-45,bnb-updown-15m-1789903800,A,0.654,0.346,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:48.708909+00:00,CLOSED,ZEC,KXZEC15M-26SEP200800-00,zec-updown-15m-1789904700,A,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:48.904986+00:00,CLOSED,ZEC,KXZEC15M-26SEP200815-15,zec-updown-15m-1789905600,A,0.793,0.207,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T12:48:49.081927+00:00,CLOSED,ZEC,KXZEC15M-26SEP200830-30,zec-updown-15m-1789906500,A,0.77,0.23,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:47.952615+00:00,CLOSED,ETH,KXETH15M-26SEP200830-30,eth-updown-15m-1789907400,B,0.511,-0.511,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:48.217464+00:00,CLOSED,ZEC,KXZEC15M-26SEP200845-45,zec-updown-15m-1789907400,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:48.307776+00:00,CLOSED,ETH,KXETH15M-26SEP200845-45,eth-updown-15m-1789907400,B,0.76,-0.76,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:48.420679+00:00,CLOSED,HYPE,KXHYPE15M-26SEP200845-45,hype-updown-15m-1789907400,B,0.77,-0.77,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:48.576812+00:00,CLOSED,SOL,KXSOL15M-26SEP200830-30,sol-updown-15m-1789907400,B,0.541,-0.541,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:48.667012+00:00,CLOSED,SOL,KXSOL15M-26SEP200845-45,sol-updown-15m-1789907400,A,0.72,0.28,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:48.781257+00:00,CLOSED,XRP,KXXRP15M-26SEP200845-45,xrp-updown-15m-1789907400,B,0.78,0.22,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:48.897953+00:00,CLOSED,BNB,KXBNB15M-26SEP200900-00,bnb-updown-15m-1789908300,A,0.5,0.5,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:49.155027+00:00,CLOSED,ZEC,KXZEC15M-26SEP200900-00,zec-updown-15m-1789908300,B,0.69,0.31,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:49.435265+00:00,CLOSED,ZEC,KXZEC15M-26SEP200915-15,zec-updown-15m-1789909200,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:49.566502+00:00,CLOSED,XRP,KXXRP15M-26SEP200915-15,xrp-updown-15m-1789909200,A,0.75,0.25,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:49.656045+00:00,CLOSED,XRP,KXXRP15M-26SEP200930-30,xrp-updown-15m-1789910100,B,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:49.907418+00:00,CLOSED,ZEC,KXZEC15M-26SEP200930-30,zec-updown-15m-1789910100,A,0.75,0.25,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:49.998931+00:00,CLOSED,DOGE,KXDOGE15M-26SEP200930-30,doge-updown-15m-1789910100,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:50.088283+00:00,CLOSED,SOL,KXSOL15M-26SEP200930-30,sol-updown-15m-1789910100,B,0.69,0.31,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:36:50.181338+00:00,CLOSED,ETH,KXETH15M-26SEP200930-30,eth-updown-15m-1789910100,A,0.66,0.34,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:50:38.141887+00:00,CLOSED,BTC,KXBTC15M-26SEP200930-30,btc-updown-15m-1789911000,B,0.501,-0.501,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:50:38.439325+00:00,CLOSED,BNB,KXBNB15M-26SEP200930-30,bnb-updown-15m-1789911000,B,0.451,0.549,1.0,down,down,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T13:50:38.476750+00:00,CLOSED,ZEC,KXZEC15M-26SEP200945-45,zec-updown-15m-1789911000,A,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:04:42.989737+00:00,CLOSED,ETH,KXETH15M-26SEP201000-00,eth-updown-15m-1789911900,B,0.79,0.21,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:04:43.446649+00:00,CLOSED,XRP,KXXRP15M-26SEP201000-00,xrp-updown-15m-1789911900,B,0.66,0.34,1.0,up,up,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:04:43.864344+00:00,CLOSED,BNB,KXBNB15M-26SEP201000-00,bnb-updown-15m-1789911900,B,0.68,0.32,1.0,up,up,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:08:32.426347+00:00,CLOSED,SOL,KXSOL15M-26SEP201000-00,sol-updown-15m-1789911900,B,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:08:32.498215+00:00,CLOSED,DOGE,KXDOGE15M-26SEP201000-00,doge-updown-15m-1789911900,A,0.76,0.24,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:20:41.281940+00:00,CLOSED,HYPE,KXHYPE15M-26SEP201000-00,hype-updown-15m-1789912800,A,0.471,-0.471,0.0,up,down,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:20:41.317565+00:00,CLOSED,ZEC,KXZEC15M-26SEP201015-15,zec-updown-15m-1789912800,A,0.28,0.72,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:20:41.570787+00:00,CLOSED,HYPE,KXHYPE15M-26SEP201015-15,hype-updown-15m-1789912800,A,0.73,0.27,1.0,down,down,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:20:41.601908+00:00,CLOSED,SOL,KXSOL15M-26SEP201015-15,sol-updown-15m-1789912800,A,0.59,0.41,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:23:13.272308+00:00,CLOSED,BTC,KXBTC15M-26SEP201000-00,btc-updown-15m-1789912800,A,0.601,0.399,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:23:13.309562+00:00,CLOSED,ETH,KXETH15M-26SEP201015-15,eth-updown-15m-1789912800,A,0.64,0.36,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:36:39.242019+00:00,CLOSED,ZEC,KXZEC15M-26SEP201030-30,zec-updown-15m-1789913700,B,0.64,0.36,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:48:39.810453+00:00,CLOSED,DOGE,KXDOGE15M-26SEP201030-30,doge-updown-15m-1789914600,B,0.461,-0.461,0.0,down,up,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:50:42.548365+00:00,CLOSED,BTC,KXBTC15M-26SEP201030-30,btc-updown-15m-1789914600,B,0.521,-0.521,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:50:42.827680+00:00,CLOSED,ZEC,KXZEC15M-26SEP201045-45,zec-updown-15m-1789914600,A,0.75,-0.75,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T14:52:36.887517+00:00,CLOSED,XRP,KXXRP15M-26SEP201030-30,xrp-updown-15m-1789914600,B,0.411,-0.411,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:04:40.285922+00:00,CLOSED,ZEC,KXZEC15M-26SEP201100-00,zec-updown-15m-1789915500,B,0.42,0.58,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:20:37.571144+00:00,CLOSED,ETH,KXETH15M-26SEP201100-00,eth-updown-15m-1789916400,A,0.551,0.449,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:22:40.183094+00:00,CLOSED,BTC,KXBTC15M-26SEP201100-00,btc-updown-15m-1789916400,A,0.601,0.399,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:22:40.212841+00:00,CLOSED,SOL,KXSOL15M-26SEP201115-15,sol-updown-15m-1789916400,A,0.53,-0.53,0.0,up,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:35:12.855712+00:00,CLOSED,DOGE,KXDOGE15M-26SEP201130-30,doge-updown-15m-1789917300,B,0.73,0.27,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:35:13.091869+00:00,CLOSED,BNB,KXBNB15M-26SEP201130-30,bnb-updown-15m-1789917300,A,0.7,0.3,1.0,down,down,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:36:42.158896+00:00,CLOSED,ZEC,KXZEC15M-26SEP201130-30,zec-updown-15m-1789917300,A,0.23,0.77,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:40:35.830610+00:00,CLOSED,BTC,KXBTC15M-26SEP201130-30,btc-updown-15m-1789917300,B,0.79,0.21,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:40:35.903058+00:00,CLOSED,XRP,KXXRP15M-26SEP201130-30,xrp-updown-15m-1789917300,B,0.75,0.25,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:40:35.975601+00:00,CLOSED,SOL,KXSOL15M-26SEP201130-30,sol-updown-15m-1789917300,A,0.69,0.31,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:50:44.205421+00:00,CLOSED,ETH,KXETH15M-26SEP201130-30,eth-updown-15m-1789918200,B,0.351,-0.351,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:52:36.910165+00:00,CLOSED,HYPE,KXHYPE15M-26SEP201130-30,hype-updown-15m-1789918200,B,0.342,-0.342,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T15:52:37.161776+00:00,CLOSED,ZEC,KXZEC15M-26SEP201145-45,zec-updown-15m-1789918200,B,0.75,0.25,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:02:33.892941+00:00,CLOSED,ZEC,KXZEC15M-26SEP201200-00,zec-updown-15m-1789919100,B,0.77,0.23,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:18:35.841310+00:00,CLOSED,DOGE,KXDOGE15M-26SEP201215-15,doge-updown-15m-1789920000,B,0.79,0.21,1.0,up,up,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:18:35.873522+00:00,CLOSED,ZEC,KXZEC15M-26SEP201215-15,zec-updown-15m-1789920000,B,0.73,0.27,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:22:54.529806+00:00,CLOSED,BTC,KXBTC15M-26SEP201200-00,btc-updown-15m-1789920000,A,0.411,0.589,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:22:54.617890+00:00,CLOSED,ETH,KXETH15M-26SEP201200-00,eth-updown-15m-1789920000,A,0.371,0.629,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:34:39.257304+00:00,CLOSED,BNB,KXBNB15M-26SEP201230-30,bnb-updown-15m-1789920900,B,0.562,0.438,1.0,up,up,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:36:39.034854+00:00,CLOSED,ZEC,KXZEC15M-26SEP201230-30,zec-updown-15m-1789920900,B,0.75,0.25,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:36:39.108340+00:00,CLOSED,BTC,KXBTC15M-26SEP201230-30,btc-updown-15m-1789920900,B,0.46,0.54,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:53:14.924270+00:00,CLOSED,ETH,KXETH15M-26SEP201230-30,eth-updown-15m-1789921800,B,0.561,-0.561,0.0,down,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:53:15.065929+00:00,CLOSED,XRP,KXXRP15M-26SEP201230-30,xrp-updown-15m-1789921800,A,0.461,0.539,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T16:53:15.326097+00:00,CLOSED,ZEC,KXZEC15M-26SEP201245-45,zec-updown-15m-1789921800,A,0.74,0.26,1.0,up,up,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T17:04:45.197673+00:00,CLOSED,ZEC,KXZEC15M-26SEP201300-00,zec-updown-15m-1789922700,B,0.73,0.27,1.0,down,down,,,,,,,,,0.0,0.0,,,,,,,,,,,
2026-09-20T17:06:43.709639+00:00,CLOSED,DOGE,KXDOGE15M-26SEP201300-00,doge-updown-15m-1789922700,A,0.54,0.46,1.0,down,down,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,
2026-09-20T17:52:36.252942+00:00,CLOSED,ZEC,KXZEC15M-26SEP201315-15,zec-updown-15m-1789923600,B,0.79,0.21,1.0,up,up,,,,,,,,,,,,100.0,,100.0,0.0,100.0,0.0,100.0,SKIPPED_INSUFFICIENT_DEPTH,0.0,
2026-09-20T17:52:36.356995+00:00,CLOSED,XRP,KXXRP15M-26SEP201300-00,xrp-updown-15m-1789923600,B,0.611,0.389,1.0,down,down,,,,,,,,,,,,100.0,,100.0,0.0,100.0,0.0,100.0,SKIPPED_INSUFFICIENT_DEPTH,0.0,
2026-09-20T17:52:36.490012+00:00,CLOSED,HYPE,KXHYPE15M-26SEP201315-15,hype-updown-15m-1789923600,A,0.4,0.6,1.0,down,down,,,,,,,,,,,,100.0,,100.0,0.0,100.0,0.0,100.0,SKIPPED_INSUFFICIENT_DEPTH,0.0,
2026-09-20T17:52:36.633074+00:00,CLOSED,ZEC,KXZEC15M-26SEP201330-30,zec-updown-15m-1789924500,B,0.78,0.22,1.0,down,down,,,,,,,,,,,,100.0,,100.0,0.0,100.0,0.0,100.0,SKIPPED_INSUFFICIENT_DEPTH,0.0,
2026-09-20T17:52:36.741862+00:00,CLOSED,BTC,KXBTC15M-26SEP201330-30,btc-updown-15m-1789924500,A,0.7,0.3,1.0,down,down,,,,,,,,,,,,100.0,,100.0,0.0,100.0,0.0,100.0,SKIPPED_INSUFFICIENT_DEPTH,0.0,
